,29,FLOOR_CONSOL_LAYER,0.0010,12.990,3.438,0.219,0.1955E-04


Material:Air

,,Material Name,ThermalResistance {m2-K/w}
,1,AIR_4_IN_VERT,0.1585
,2,3/4IN_AIR_SPACE,8.5130E-002
,3,3/4IN_REFLECTIVE_AIR_SPACE,0.2466
,4,AIR_4_IN_VERT,0.1585


CTF

,,Time,Outside,Cross,Inside,Flux (except final one)
,1,7,-0.48524825E-13,-0.15552876E-13,-0.27961453E-12,0.68050686E-15
,2,6,0.29877193E-08,0.27636409E-10,0.13406700E-07,-0.32204622E-12
,3,5,-0.12260680E-04,0.22120929E-06,-0.79904438E-04,0.81274456E-08
,4,4,0.41107533E-02,0.11969800E-03,0.31390265E-01,-0.33286183E-04
,5,3,-0.12218315,0.53280074E-02,-0.92858957,0.10965527E-01
,6,2,0.86679861,0.27098762E-01,4.9428042,-0.27525931
,7,1,-1.9773016,0.17266759E-01,-8.3316389,1.0860227
,8,0,1.2790325,0.63137015E-03,4.3365587,
,9,5,-0.73804348E-13,0.64669460E-13,-0.73804512E-13,0.84401040E-18
,10,4,0.14724727E-06,0.10734602E-06,0.14724727E-06,-0.23954360E-10
,11,3,-0.14954317E-02,0.85194176E-03,-0.14954317E-02,0.49296359E-05
,12,2,0.29188816,0.10780912,0.29188816,-0.73156416E-02
,13,1,-3.0620671,0.59170109,-3.0620671,0.33037973
,14,0,3.6498258,0.17778930,3.6498258,
,15,3,0.51304166E-10,-0.76425976E-11,0.24863569E-18,0.0000000
,16,2,0.34767319E-04,0.20705998E-05,0.55046980E-05,-0.23242824E-16
,17,1,-1.4867759,0.25768919,-0.13464395,0.88525679E-04
,18,0,3.1889379,1.4445055,1.8368352,
,19,7,0.63668135E-16,0.10636696E-15,-0.13377360E-06,-0.11883814E-15
,20,6,0.22275600E-06,0.63673780E-09,0.26962289E-02,-0.24551217E-06
,21,5,-0.75419698E-03,0.14991766E-05,-0.89480320E-01,0.83164556E-03
,22,4,0.22555643E-01,0.12805723E-03,0.99114563,-0.26218135E-01
,23,3,-0.21139386,0.14189345E-02,-4.6892352,0.26663265
,24,2,0.76290229,0.29362460E-02,10.306598,-1.0805755
,25,1,-1.0965604,0.10534866E-02,-10.359374,1.7877856
,26,0,0.52881775,0.29234758E-04,3.8432176,
,27,7,-0.13377360E-06,0.10636696E-15,0.63668135E-16,-0.11883814E-15
,28,6,0.26962289E-02,0.63673780E-09,0.22275600E-06,-0.24551217E-06
,29,5,-0.89480320E-01,0.14991766E-05,-0.75419698E-03,0.83164556E-03
,30,4,0.99114563,0.12805723E-03,0.22555643E-01,-0.26218135E-01
,31,3,-4.6892352,0.14189345E-02,-0.21139386,0.26663265
,32,2,10.306598,0.29362460E-02,0.76290229,-1.0805755
,33,1,-10.359374,0.10534866E-02,-1.0965604,1.7877856
,34,0,3.8432176,0.29234758E-04,0.52881775,
,35,3,-0.74876206E-08,0.17902742E-08,-0.74876206E-08,0.19537352E-21
,36,2,0.15597607E-01,0.55423627E-02,0.15597607E-01,-0.10917027E-07
,37,1,-3.1929654,1.3042696,-3.1929654,0.11827749E-01
,38,0,6.5252683,2.0380885,6.5252683,
,39,2,0.94467954E-05,0.31317736E-05,0.79225250E-05,-0.26749844E-22
,40,1,-1.8383944,0.81257669,-1.3462729,0.15535189E-04
,41,0,7.1959782,4.5450135,6.7038583,
,42,3,-0.10160624E-06,0.73584215E-07,-0.10160624E-06,0.20723692E-14
,43,2,0.14353166E-01,0.84320589E-02,0.14353166E-01,-0.11383510E-05
,44,1,-1.4926951,0.74131348,-1.4926951,0.38067385E-01
,45,0,3.1170731,0.88898549,3.1170731,
,46,4,0.44987769E-14,0.98631654E-16,0.14264981E-14,0.0000000
,47,3,-0.13187245E-06,0.34886199E-07,-0.40679758E-07,0.32607943E-14
,48,2,0.41165881E-01,0.61555217E-02,0.16588552E-01,-0.45157314E-07
,49,1,-9.8165612,1.0256427,-2.7651724,0.81558044E-02
,50,0,12.186772,1.3795784,5.1599606,
,51,6,0.42289788E-10,0.27642194E-11,0.42289788E-10,-0.27370136E-14
,52,5,-0.38150465E-06,0.45374639E-07,-0.38150465E-06,0.82114045E-10
,53,4,0.53193561E-03,0.58139173E-04,0.53193561E-03,-0.49005723E-06
,54,3,-0.82413354E-01,0.64989041E-02,-0.82413354E-01,0.45914578E-03
,55,2,1.3663389,0.70604789E-01,1.3663389,-0.51921710E-01
,56,1,-4.1418479,0.80982856E-01,-4.1418479,0.61785236
,57,0,3.0208540,0.53184723E-02,3.0208540,
,58,3,0.24863569E-18,-0.76425976E-11,0.51304166E-10,0.0000000
,59,2,0.55046980E-05,0.20705998E-05,0.34767319E-04,-0.23242824E-16
,60,1,-0.13464395,0.25768919,-1.4867759,0.88525679E-04
,61,0,1.8368352,1.4445055,3.1889379,


WindowConstruction

,,Construction Name,Index,#Layers,Roughness,Conductance {Btu/h-ft2-F},SHGC,Solar Transmittance at Normal Incidence,Visible Transmittance at Normal Incidence
,1,EXTERIOR WINDOW,12,1,VerySmooth,0.300,0.335,0.248,0.883
,2,INTERIOR WINDOW,13,1,VerySmooth,0.300,0.335,0.248,0.883
,3,WINDOW_W_BLINDS,18,2,VerySmooth,0.300,0.309,4.646E-002,0.133
,4,TDD DOME,22,1,VerySmooth,1.071,0.929,0.920,0.920
,5,TDD DIFFUSER,23,1,VerySmooth,1.077,0.906,0.900,0.900


WindowMaterial:Glazing

,,Material Name,Optical Data Type,Spectral Data Set Name,Thickness {ft},Solar Transmittance,Front Solar Reflectance,Back Solar Reflectance,Visible Transmittance,Front Visible Reflectance,Back Visible Reflectance,Infrared Transmittance,Front Thermal Emissivity,Back Thermal Emissivity,Conductivity {W/m-K},Dirt Factor,Solar Diffusing
,1,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,2,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,3,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,4,CLEAR ACRYLIC PLASTIC,SpectralAverage,,0.00984,0.92000,5.00000E-002,5.00000E-002,0.92000,5.00000E-002,5.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No
,5,DIFFUSING ACRYLIC PLASTIC,SpectralAverage,,0.00722,0.90000,8.00000E-002,8.00000E-002,0.90000,8.00000E-002,8.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No


WindowMaterial:Blind

,,Material Name,Slat Width {ft},Slat Separation {ft},Slat Thickness {ft},Slat Angle {deg},Slat Beam Solar Transmittance,Slat Beam Solar Front Reflectance,Blind To Glass Distance {ft}
,1,INT_BLIND,0.0820,0.0615,0.0033,45.000,0.000,0.500,0.164


Shadowing/Sun Position Calculations Annual Simulations

,,Shading Calculation Method,Shading Calculation Update Frequency Method,Shading Calculation Update Frequency {days},Maximum Figures in Shadow Overlap Calculations {},Polygon Clipping Algorithm,Pixel Counting Resolution,Sky Diffuse Modeling Algorithm,Output External Shading Calculation Results,Disable Self-Shading Within Shading Zone Groups,Disable Self-Shading From Shading Zone Groups to Other Zones
,1,PolygonClipping,Periodic,20,15000.,SutherlandHodgman,512,SimpleSkyDiffuseModeling,No,No,No


Heat Pump Water Heater Information

,,Type,Name,Volume {ft3},Maximum Capacity {Btu/h},Standard Rated Recovery Efficiency,Standard Rated Energy Factor,"DX Coil Total Cooling Rate {W,HPWH Only}"
,1,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1_FRONTROW_BOTTOMFLOOR,6.9509,4435.6,0.000,0.0000,785,
,2,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT2_FRONTROW_BOTTOMFLOOR,6.9509,4435.6,0.000,0.0000,785,
,3,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT3_FRONTROW_BOTTOMFLOOR,6.9509,4435.6,0.000,0.0000,785,
,4,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1_BACKROW_BOTTOMFLOOR,6.9509,4435.6,0.000,0.0000,785,
,5,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT2_BACKROW_BOTTOMFLOOR,6.9509,4435.6,0.000,0.0000,785,
,6,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT3_BACKROW_BOTTOMFLOOR,6.9509,4435.6,0.000,0.0000,785,
,7,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1_FRONTROW_MIDDLEFLOOR,6.9509,4435.6,0.000,0.0000,785,
,8,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT2_FRONTROW_MIDDLEFLOOR,6.9509,4435.6,0.000,0.0000,785,
,9,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT3_FRONTROW_MIDDLEFLOOR,6.9509,4435.6,0.000,0.0000,785,
,10,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1_BACKROW_MIDDLEFLOOR,6.9509,4435.6,0.000,0.0000,785,
,11,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT2_BACKROW_MIDDLEFLOOR,6.9509,4435.6,0.000,0.0000,785,
,12,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT3_BACKROW_MIDDLEFLOOR,6.9509,4435.6,0.000,0.0000,785,
,13,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1_FRONTROW_TOPFLOOR,6.9509,4435.6,0.000,0.0000,785,
,14,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT2_FRONTROW_TOPFLOOR,6.9509,4435.6,0.000,0.0000,785,
,15,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT3_FRONTROW_TOPFLOOR,6.9509,4435.6,0.000,0.0000,785,
,16,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1_BACKROW_TOPFLOOR,6.9509,4435.6,0.000,0.0000,785,
,17,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT2_BACKROW_TOPFLOOR,6.9509,4435.6,0.000,0.0000,785,
,18,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT3_BACKROW_TOPFLOOR,6.9509,4435.6,0.000,0.0000,785,


Water Heater Stratified Node Information

,,Node Number,Height {ft},Volume {ft3},Maximum Capacity {Btu/h},Off-Cycle UA {Btu/h-F},On-Cycle UA {Btu/h-F},Number Of Inlets,Number Of Outlets
,1,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,2,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,3,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,4,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,5,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,6,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,7,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,8,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,9,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,10,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,11,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,12,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,13,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,14,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,15,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,16,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,17,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1
,18,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1


ZoneInfiltration Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/Exterior Surface Area {ft3/min-ft2},ACH - Air Changes per Hour,Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2}
,1,LIVING_SHERMANGRIMSRUD_UNIT1_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,2,LIVING_SHERMANGRIMSRUD_UNIT2_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,3,LIVING_SHERMANGRIMSRUD_UNIT3_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,4,LIVING_SHERMANGRIMSRUD_UNIT1_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,5,LIVING_SHERMANGRIMSRUD_UNIT2_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,6,LIVING_SHERMANGRIMSRUD_UNIT3_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,7,LIVING_SHERMANGRIMSRUD_UNIT1_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,8,LIVING_SHERMANGRIMSRUD_UNIT2_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,9,LIVING_SHERMANGRIMSRUD_UNIT3_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,10,LIVING_SHERMANGRIMSRUD_UNIT1_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,11,LIVING_SHERMANGRIMSRUD_UNIT2_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,12,LIVING_SHERMANGRIMSRUD_UNIT3_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,13,LIVING_SHERMANGRIMSRUD_UNIT1_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,14,LIVING_SHERMANGRIMSRUD_UNIT2_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,15,LIVING_SHERMANGRIMSRUD_UNIT3_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,16,LIVING_SHERMANGRIMSRUD_UNIT1_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,17,LIVING_SHERMANGRIMSRUD_UNIT2_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,18,LIVING_SHERMANGRIMSRUD_UNIT3_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,19,ATTICVENT,ALWAYS_AVAIL,ATTIC,7802.66,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000


ZoneVentilation Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/person Area {ft3/min-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {psi},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{F}/Schedule,Maximum Indoor Temperature{F}/Schedule,Delta Temperature{F}/Schedule,Minimum Outdoor Temperature{F}/Schedule,Maximum Outdoor Temperature{F}/Schedule,Maximum WindSpeed{ft/min}
,1,VENTILATION_UNIT1_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,2,VENTILATION_UNIT2_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,3,VENTILATION_UNIT3_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,4,VENTILATION_UNIT1_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,5,VENTILATION_UNIT2_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,6,VENTILATION_UNIT3_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,7,VENTILATION_UNIT1_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,8,VENTILATION_UNIT2_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,9,VENTILATION_UNIT3_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,10,VENTILATION_UNIT1_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,11,VENTILATION_UNIT2_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,12,VENTILATION_UNIT3_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,13,VENTILATION_UNIT1_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,14,VENTILATION_UNIT2_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,15,VENTILATION_UNIT3_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,16,VENTILATION_UNIT1_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,17,VENTILATION_UNIT2_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,18,VENTILATION_UNIT3_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,19,VENTILATION_UNITHEATEDBSMT,ALWAYS_OFF,HEATEDBSMT,7794.37,0.0,0.000,0.000,N/A,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,HEATEDBSMT,Mixing/Well-Stirred
,2,BREEZEWAY,Mixing/Well-Stirred
,3,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,4,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,5,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,6,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,7,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,8,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,9,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,10,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,11,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,12,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,13,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,14,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,15,ATTIC,Mixing/Well-Stirred
,16,LIVING_UNIT3_BACKROW_TOPFLOOR,Mixing/Well-Stirred
,17,LIVING_UNIT3_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,18,LIVING_UNIT1_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,19,LIVING_UNIT2_BACKROW_TOPFLOOR,Mixing/Well-Stirred
,20,LIVING_UNIT2_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,21,LIVING_UNIT1_BACKROW_TOPFLOOR,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,NoMultizoneOrDistribution


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,1


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {Btu/h},User Des Load {Btu/h},Calc Des Air Flow Rate {ft3/min},User Des Air Flow Rate {ft3/min},Design Day Name,Date/Time of Peak,Temperature at Peak {F},Humidity Ratio at Peak {lbWater/lbDryAir},Floor Area {ft2},# Occupants,Calc Outdoor Air Flow Rate {ft3/min},Calc DOAS Heat Addition Rate {Btu/h}
,1,HEATEDBSMT,Cooling,19826.14006,19826.14006,1013.41089,1013.41089,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 15:00:00,86.18000,0.01273,7794.38637,0.00000,44.99491,0.00000
,2,HEATEDBSMT,Heating,0.129169E+06,0.129169E+06,2358.00818,2358.00818,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 05:00:00,-26.8600,0.00018,7794.38637,0.00000,44.99491,0.00000
,3,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Cooling,8994.73671,8994.73671,459.70333,459.70333,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,1200.55323,2.00000,44.99491,0.00000
,4,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Heating,11760.97443,11760.97443,214.63980,214.63980,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
