Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ7+gasfurnace+crawlspace+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,4265.35,0.11,0.20
,Net Site Energy,4265.35,0.11,0.20
,Total Source Energy,6743.41,0.17,0.31
,Net Source Energy,6743.41,0.17,0.31


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,39005.22
,Net Conditioned Building Area,21609.96
,Unconditioned Building Area,17395.26


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,2149.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,106.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,51.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,721.84,481.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,138.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,616.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,1017.65,3247.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,MAIN FUEL HEATING COIL_UNIT2_BACKROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,9377.596,9377.596,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,9377.60,9377.60,300.728258,56.87,51.01,0.00667635,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,14.9620,71.60,0.00781876,47.0511,4701.14,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT3_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,9729.213,7789.745,364.951763,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,10091.39,8496.63,364.951763,73.45,61.36,0.00893998,53.60,52.09,0.00800000,73.90,0.01271395,66.97,12.3290,71.60,0.00833322,50.1055,7045.32,0.00,9733.27,7739.99
,MAIN FUEL HEATING COIL_UNIT3_BACKROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,12440.477,12440.477,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12440.48,12440.48,364.951763,59.46,52.13,0.00668230,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,12.3290,71.60,0.00759623,45.7319,7809.41,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT1_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,13363.866,10699.850,501.290970,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,13211.38,11513.72,501.290970,74.20,61.35,0.00876262,53.60,52.09,0.00800000,83.06,0.01272282,69.78,8.9758,71.60,0.00837211,50.3376,9808.25,0.00,13369.44,10631.50
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_TOPFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,16012.740,16012.740,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,16012.74,16012.74,501.290970,62.75,53.11,0.00646376,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,8.9758,71.59,0.00708306,42.6899,11434.90,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT2_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,8719.852,6981.596,327.089714,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,9344.88,7250.81,327.089714,73.48,62.15,0.00944826,53.60,52.09,0.00800000,69.44,0.01270967,65.53,13.7562,72.31,0.00892805,52.3584,6778.46,0.00,8723.49,6937.00
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_TOPFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,12928.990,12928.990,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12928.99,12928.99,327.089714,58.05,50.30,0.00603404,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,13.7562,71.59,0.00696724,41.9975,8305.50,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,10425.240,8347.023,391.060374,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,10618.44,8999.64,391.060374,73.87,61.48,0.00891739,53.60,52.09,0.00800000,77.70,0.01271761,68.16,11.5059,71.60,0.00842329,50.6403,7651.69,0.00,10429.59,8293.70
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,16009.021,16009.021,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,16009.02,16009.02,391.060374,60.26,51.74,0.00628897,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,11.5059,71.59,0.00708281,42.6884,11431.13,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,12745.454,10204.715,478.093759,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,12612.08,10916.73,478.093759,74.25,61.44,0.00880494,53.60,52.09,0.00800000,83.06,0.01272282,69.78,9.4113,71.60,0.00839791,50.4907,9354.33,0.00,12750.77,10139.53
,MAIN FUEL HEATING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,16012.166,16012.166,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,16012.17,16012.17,478.093759,62.32,52.88,0.00643367,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,9.4113,71.59,0.00708302,42.6896,11434.32,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,8686.892,6955.206,325.853344,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,9312.43,7208.10,325.853344,73.48,62.17,0.00946387,53.60,52.09,0.00800000,69.44,0.01270967,65.53,13.8084,72.31,0.00894388,52.4503,6753.36,0.00,8690.52,6910.78
,MAIN FUEL HEATING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,12926.719,12926.719,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12926.72,12926.72,325.853344,58.00,50.27,0.00603030,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,13.8084,71.59,0.00696701,41.9961,8303.20,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,9721.556,7783.615,364.664558,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,10102.58,8365.53,364.664558,73.45,61.52,0.00903988,53.60,52.09,0.00800000,73.90,0.01271395,66.97,12.3387,71.60,0.00843939,50.7358,7073.18,0.00,9725.61,7733.90
,MAIN FUEL HEATING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,16005.031,16005.031,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,16005.03,16005.03,364.664558,59.44,51.28,0.00623127,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,12.3387,71.59,0.00708254,42.6867,11427.08,0.00,-999.0,-999.0


----------------------------------------------------------------------------------------------------
REPORT:,Coil Sizing Details
FOR:,Entire Facility
Coils

,,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),System Sizing Method Concurrence,System Sizing Method Capacity,System Sizing Method Air Flow,Autosized Coil Capacity?,Autosized Coil Airflow?,Autosized Coil Water Flow?,OA Pretreated prior to coil inlet?,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Terminal Unit Reheat Coil Multiplier,DX Coil Capacity Increase Ratio from Too Low Flow/Capacity Ratio,DX Coil Capacity Decrease Ratio from Too High Flow/Capacity Ratio,Moist Air Heat Capacity [Btu/lbm-R],Dry Air Heat Capacity [Btu/lbm-R],Standard Air Density Adjusted for Elevation [lb/ft3],Supply Fan Name for Coil,Supply Fan Type for Coil,Supply Fan Maximum Air Volume Flow Rate [ft3/min],Supply Fan Maximum Air Mass Flow Rate [lb/s],Plant Name for Coil,Plant Fluid Specific Heat Capacity [Btu/lbm-R],Plant Fluid Density [lb/ft3],Plant Maximum Fluid Mass Flow Rate [lb/s],Plant Design Fluid Return Temperature [F],Plant Design Fluid Supply Temperature [F],Plant Design Fluid Temperature Difference [deltaF],Plant Design Capacity [Btu/h],Coil Capacity Percentage of Plant Design Capacity [%],Coil Fluid Flow Rate Percentage of Plant Design Flow Rate [%],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Total Ideal Loads Peak,Date/Time at Total Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Peak Load Type to Size On,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Off-Rating Capacity Modifier at Ideal Loads Peak [],Coil Air Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Entering Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Plant Fluid Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Entering Plant Fluid Temperature at Ideal Loads Peak [F],Coil Leaving Plant Fluid Temperature at Ideal Loads Peak [F],Coil Plant Fluid Temperature Difference at Ideal Loads Peak [deltaF],Supply Fan Air Heat Gain at Ideal Loads Peak [Btu/h],Coil and Fan Net Total Capacity at Ideal Loads Peak [Btu/h],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Outdoor Air Flow Percentage at Ideal Loads Peak [%],System Return Air Drybulb at Ideal Loads Peak [F],System Return Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h],Coil Air Mass Flow Rate at Rating Conditions [lb/s],Coil Entering Air Drybulb at Rating Conditions [F],Coil Entering Air Wetbulb at Rating Conditions [F],Coil Entering Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Entering Air Enthalpy at Rating Conditions [Btu/lbm-R],Coil Leaving Air Drybulb at Rating Conditions [F],Coil Leaving Air Wetbulb at Rating Conditions [F],Coil Leaving Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Rating Conditions [Btu/lbm-R]
,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,13330.079,10672.798,500.023587,-999.,-999.00,-999.0000,1.03070,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,500.023587,0.61985356,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,13178.43,11482.61,0.9886,0.61985356,500.023587,74.20,61.36,0.00876395,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,854.398,12324.03,83.06,0.01272282,69.78,44.99498340,8.9986,71.60,0.00837248,71.60,0.00837248,50.3398,9783.45,0.00,13335.64,10604.62,0.59537403,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,15756.999,15756.999,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,500.023587,0.61985356,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,15757.00,15757.00,1.0000,0.61985356,500.023587,62.73,53.07,0.00644597,8.0,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,15757.00,-26.9,0.00018338,-26.9,44.99498340,8.9986,71.59,0.00706524,71.59,0.00706524,42.5838,11175.39,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,7910.880,6333.699,296.725148,-999.,-999.00,-999.0000,1.00000,1.00000,0.2443,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,296.725148,0.36783493,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8498.37,6462.74,1.0743,0.36783493,296.725148,73.44,62.33,0.00957642,11.3,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,507.019,7991.35,69.44,0.01270967,65.53,44.99498340,15.1639,72.31,0.00901638,72.31,0.00901638,52.8767,6162.69,0.00,7914.18,6293.26,0.35330823,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002241,9.8
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,12664.637,12664.637,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,296.725148,0.36783493,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,12664.64,12664.64,1.0000,0.36783493,296.725148,56.66,49.45,0.00591475,6.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,12664.64,-26.9,0.00018338,-26.9,44.99498340,15.1639,71.59,0.00693919,71.59,0.00693919,41.8304,8037.24,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,10456.352,8371.933,392.227428,-999.,-999.00,-999.0000,1.04658,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,392.227428,0.48622420,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,Sensible,10649.32,9031.09,1.0185,0.48622420,392.227428,73.87,61.47,0.00891380,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,670.205,9979.12,77.70,0.01271761,68.16,44.99498340,11.4717,71.60,0.00842090,71.60,0.00842090,50.6261,7674.53,0.00,10460.72,8318.46,0.46702202,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,15764.397,15764.397,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,392.227428,0.48622420,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,15764.40,15764.40,1.0000,0.48622420,392.227428,60.29,51.73,0.00627624,7.6,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,15764.40,-26.9,0.00018338,-26.9,44.99498340,11.4717,71.59,0.00706576,71.59,0.00706576,42.5869,11182.89,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,12378.953,9911.274,464.345972,-999.,-999.00,-999.0000,1.01704,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,464.345972,0.57562586,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,12255.97,10570.61,0.9901,0.57562586,464.345972,74.28,61.48,0.00882752,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,793.435,11462.53,83.06,0.01272282,69.78,44.99498340,9.6900,71.60,0.00840956,71.60,0.00840956,50.5599,9085.33,0.00,12384.12,9847.96,0.55289299,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
