Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ7+oilfurnace+unheatedbsmt+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,680.12,0.14,0.29
,Net Site Energy,680.12,0.14,0.29
,Total Source Energy,971.36,0.20,0.41
,Net Source Energy,971.36,0.20,0.41


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,4754.19
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,2377.10


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,558.61,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,9.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,73.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,19.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,16.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.74
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,121.51,0.00,0.00,0.00,0.00,0.00,558.61,0.00,0.00,0.00,0.00,0.00,66.74
Note: Additional fuel appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,,CondFD - ConductionFiniteDifference,,,
,,HAMT - CombinedHeatAndMoistureFiniteElement} - Description,,,
,1,CTF - ConductionTransferFunction,392.,0.02,176.1


Shading Summary

,,Number of Fixed Detached Shades,Number of Building Detached Shades,Number of Attached Shades
,1,0,0,4


Zone Summary

,,Number of Zones,Number of Zone Surfaces,Number of SubSurfaces
,1,3,36,9


Zone Information

,,Zone Name,North Axis {deg},Origin X-Coordinate {ft},Origin Y-Coordinate {ft},Origin Z-Coordinate {ft},Centroid X-Coordinate {ft},Centroid Y-Coordinate {ft},Centroid Z-Coordinate {ft},Type,Zone Multiplier,Zone List Multiplier,Minimum X {ft},Maximum X {ft},Minimum Y {ft},Maximum Y {ft},Minimum Z {ft},Maximum Z {ft},Ceiling Height {ft},Volume {ft3},Zone Inside Convection Algorithm {Simple-Detailed-CeilingDiffuser-TrombeWall},Zone Outside Convection Algorithm {Simple-Detailed-Tarp-MoWitt-DOE-2-BLAST},Floor Area {ft2},Exterior Gross Wall Area {ft2},Exterior Net Wall Area {ft2},Exterior Window Area {ft2},Number of Surfaces,Number of SubSurfaces,Number of Shading SubSurfaces,Part of Total Building Area
,1,LIVING_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,8.53,1,1,1,0.00,39.80,0.00,29.86,0.03,17.03,12.76,17668.04,TARP,DOE-2,2377.12,2369.37,2034.58,294.74,11,9,4,Yes
,2,ATTIC_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,18.34,1,1,1,0.00,39.80,0.00,29.86,17.03,21.98,2.46,2937.55,TARP,DOE-2,1188.56,147.59,147.59,0.00,5,0,0,Yes
,3,UNHEATEDBSMT_UNIT1,0.0,0.00,0.00,0.00,19.92,14.93,-3.5,1,1,1,0.00,39.80,0.00,29.86,-7.0,0.03,6.99,8322.41,TARP,DOE-2,1188.56,4.63,4.63,0.00,10,0,0,Yes


Zone Internal Gains Nominal

,,Zone Name,Floor Area {ft2},# Occupants,Area per Occupant {ft2/person},Occupant per Area {person/ft2},Interior Lighting {Btu/h-ft2},Electric Load {Btu/h-ft2},Gas Load {Btu/h-ft2},Other Load {Btu/h-ft2},Hot Water Eq {Btu/h-ft2},Steam Equipment {Btu/h-ft2},Sum Loads per Area {Btu/h-ft2},Outdoor Controlled Baseboard Heat
,1,LIVING_UNIT1,2377.12,3.0,792.366,0.001,0.485,2.232,0.000,0.000,0.000,0.000,2.717,No
,2,ATTIC_UNIT1,1188.56,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No
,3,UNHEATEDBSMT_UNIT1,1188.56,0.0,N/A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No


People Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Number of People {},People/Floor Area {person/ft2},Floor Area per person {ft2/person},Fraction Radiant,Fraction Convected,Sensible Fraction Calculation,Activity level,ASHRAE 55 Warnings,Carbon Dioxide Generation Rate,Nominal Minimum Number of People,Nominal Maximum Number of People
,1,PEOPLE_UNIT1,OCCUPANCY,LIVING_UNIT1,2377.12,3.0,3.0,0.001,792.366,0.000,1.000,AutoCalculate,ACTIVITY_SCH,No,3.8200E-008,1,3


Lights Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Lighting Level {Btu/h},Lights/Floor Area {Btu/h-ft2},Lights per person {W/person},Fraction Return Air,Fraction Radiant,Fraction Short Wave,Fraction Convected,Fraction Replaceable,End-Use Category,Nominal Minimum Lighting Level {Btu/h},Nominal Maximum Lighting Level {Btu/h}
,1,LIVING HARDWIRED LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,792.730,0.333,77.445,0.000,0.600,0.200,0.200,0.000,General,54.500,792.730
,2,LIVING PLUG-IN LIGHTING1,INTERIORLIGHTINGHE,LIVING_UNIT1,2377.12,3.0,360.491,0.152,35.218,0.000,0.600,0.200,0.200,0.000,General,24.785,360.491


ElectricEquipment Internal Gains Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Equipment Level {Btu/h},Equipment/Floor Area {Btu/h-ft2},Equipment per person {W/person},Fraction Latent,Fraction Radiant,Fraction Lost,Fraction Convected,End-Use SubCategory,Nominal Minimum Equipment Level {Btu/h},Nominal Maximum Equipment Level {Btu/h}
,1,DISHWASHER1,DISHWASHER,LIVING_UNIT1,2377.12,3.0,224.165,0.094,21.900,0.150,0.600,0.250,0.000,dishwasher,0.000,201.076
,2,REFRIGERATOR1,REFRIGERATOR,LIVING_UNIT1,2377.12,3.0,310.690,0.131,30.353,0.000,1.000,0.000,0.000,refrigerator,227.232,310.690
,3,CLOTHESWASHER1,CLOTHESWASHER,LIVING_UNIT1,2377.12,3.0,97.167,0.041,9.493,0.000,0.800,0.200,0.000,clotheswasher,0.000,87.160
,4,ELECTRIC_DRYER1,CLOTHESDRYER,LIVING_UNIT1,2377.12,3.0,726.978,0.306,71.022,5.000E-002,0.150,0.800,0.000,electric_dryer,0.000,726.978
,5,ELECTRIC_RANGE1,COOKINGRANGE,LIVING_UNIT1,2377.12,3.0,846.701,0.356,82.718,0.300,0.400,0.300,0.000,electric_range,19.936,846.701
,6,TELEVISION1,INTERIORLIGHTING,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,television,0.000,0.000
,7,ELECTRIC_MELS1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1936.187,0.815,189.155,6.000E-002,0.690,0.250,0.000,electric_mels,1001.054,1936.187
,8,IECC_ADJ1,MISCPLUGLOAD,LIVING_UNIT1,2377.12,3.0,1162.970,0.489,113.616,6.244E-002,0.412,0.251,0.275,IECC_adj,601.283,1162.970


Construction CTF

,,Construction Name,Index,#Layers,#CTFs,Time Step {Hours},ThermalConductance {Btu/h-ft2-F},OuterThermalAbsorptance,InnerThermalAbsorptance,OuterSolarAbsorptance,InnerSolarAbsorptance,Roughness
,1,EXTERIOR WALL,1,5,7,1.000,0.0498,0.900,0.900,0.700,0.700,MediumSmooth
,2,INTERIORFURNISHINGS,2,1,5,1.000,0.1409,0.900,0.900,0.700,0.700,MediumSmooth
,3,EXTERIOR FLOOR,4,3,7,1.000,0.0279,0.900,0.900,0.700,0.700,Rough
,4,INTERIOR FLOOR,5,2,2,1.000,0.300,0.900,0.900,0.700,0.700,Rough
,5,INTERIOR CEILING,6,2,7,1.000,0.0242,0.900,0.900,0.700,0.700,Rough
,6,ATTIC FLOOR,7,2,7,1.000,0.0242,0.900,0.900,0.700,0.700,MediumSmooth
,7,EXTERIOR ROOF,11,2,2,1.000,0.943,0.900,0.900,0.750,0.700,MediumRough
,8,EXTERIOR DOOR,14,1,3,1.000,0.300,0.900,0.900,0.700,0.700,Smooth
,9,GABLE_END,16,5,4,1.000,0.428,0.900,0.900,0.700,0.700,MediumSmooth
,10,BASEMENT WALL,24,3,3,1.000,0.534,0.900,0.900,0.700,0.700,Rough
,11,iz-EXTERIOR FLOOR,25,3,7,1.000,0.0279,0.900,0.900,0.700,0.700,MediumSmooth


Material CTF Summary

,,Material Name,Thickness {ft},Conductivity {w/m-K},Density {lb/ft3},Specific Heat {Btu/lbm-R},ThermalResistance {m2-K/w}
,1,SYN_STUCCO,0.0098,0.086,24.971,0.210,0.3524E-01
,2,SHEATHING_CONSOL_LAYER,0.1020,0.035,1.255,0.350,0.8807
,3,OSB_7/16IN,0.0364,0.116,34.000,0.290,0.9555E-01
,4,WALL_CONSOL_LAYER,0.4584,0.057,7.541,0.248,2.444
,5,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,6,STD WOOD 6INCH,0.4921,0.120,33.711,0.289,1.250
,7,FLOOR_CONSOL_LAYER,0.9377,0.050,3.438,0.219,5.720
,8,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,9,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,10,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,11,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,12,CEIL_CONSOL_LAYER,1.4584,0.062,2.618,0.185,7.202
,13,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,14,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,15,CEIL_CONSOL_LAYER,1.4584,0.062,2.618,0.185,7.202
,16,ASPHALT_SHINGLE,0.0207,0.082,70.000,0.300,0.7745E-01
,17,OSB_1/2IN,0.0417,0.116,34.000,0.290,0.1092
,18,DOOR_CONST,0.1388,0.072,32.003,0.183,0.5870
,19,CEMENT_STUCCO,0.0627,0.721,116.464,0.210,0.2642E-01
,20,BLDG_PAPER_FELT,0.0000,0.000,0.000,0.000,0.1057E-01
,21,OSB_5/8IN,0.0522,0.116,34.000,0.290,0.1365
,22,DRYWALL_1/2IN,0.0417,0.160,50.000,0.260,0.7933E-01
,23,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,24,BSMTWALL_CONSOL_LAYER,0.0010,10.844,7.541,0.248,0.2342E-04
,25,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,26,CARPET_N_PAD,0.0833,0.060,2.000,0.200,0.4224
,27,PLYWOOD_3/4IN,0.0627,0.115,34.003,0.161,0.1650
,28,FLOOR_CONSOL_LAYER,0.9377,0.050,3.438,0.219,5.720


Material:Air

,,Material Name,ThermalResistance {m2-K/w}
,1,AIR_4_IN_VERT,0.1585
,2,3/4IN_AIR_SPACE,8.5130E-002
,3,3/4IN_REFLECTIVE_AIR_SPACE,0.2466
,4,AIR_4_IN_VERT,0.1585


CTF

,,Time,Outside,Cross,Inside,Flux (except final one)
,1,7,-0.48524825E-13,-0.15552876E-13,-0.27961453E-12,0.68050686E-15
,2,6,0.29877193E-08,0.27636409E-10,0.13406700E-07,-0.32204622E-12
,3,5,-0.12260680E-04,0.22120929E-06,-0.79904438E-04,0.81274456E-08
,4,4,0.41107533E-02,0.11969800E-03,0.31390265E-01,-0.33286183E-04
,5,3,-0.12218315,0.53280074E-02,-0.92858957,0.10965527E-01
,6,2,0.86679861,0.27098762E-01,4.9428042,-0.27525931
,7,1,-1.9773016,0.17266759E-01,-8.3316389,1.0860227
,8,0,1.2790325,0.63137015E-03,4.3365587,
,9,5,-0.83419649E-03,0.17148036E-05,-0.83419649E-03,0.10432035E-03
,10,4,0.51893316E-01,0.48417073E-03,0.51893316E-01,-0.69992825E-02
,11,3,-0.79575737,0.11043663E-01,-0.79575737,0.12203902
,12,2,3.8619522,0.39519684E-01,3.8619522,-0.70742610
,13,1,-6.6846261,0.23103239E-01,-6.6846261,1.4981178
,14,0,3.6427035,0.11789001E-02,3.6427035,
,15,7,-0.74133138E-16,-0.93885370E-15,-0.88598207E-08,0.57143439E-16
,16,6,0.32470217E-06,0.29133869E-08,0.43359785E-05,-0.11756193E-06
,17,5,-0.12477476E-03,0.34637068E-05,-0.54866742E-03,0.50611528E-04
,18,4,0.90923950E-02,0.31648605E-03,0.24107485E-01,-0.44678387E-02
,19,3,-0.14720579,0.42871157E-02,-0.35446832,0.93461115E-01
,20,2,0.72535372,0.10585072E-01,1.6988153,-0.60139067
,21,1,-1.2899509,0.42924368E-02,-2.8630788,1.3886896
,22,0,0.72244062,0.12103389E-03,1.5147743,
,23,2,0.28787554E-04,0.26407442E-05,0.61693273E-05,-0.66972713E-24
,24,1,-1.4684893,0.26485618,-0.13499918,0.98739767E-04
,25,0,3.1706966,1.4373772,1.8372290,
,26,7,0.13857083E-17,-0.42953176E-16,-0.89105346E-09,-0.26194270E-17
,27,6,0.27126566E-08,0.13290062E-09,0.31311144E-04,-0.16948519E-08
,28,5,-0.16497041E-04,0.66218658E-06,-0.44020605E-02,0.10325164E-04
,29,4,0.20674534E-02,0.13128153E-03,0.15284329,-0.13998558E-02
,30,3,-0.59274494E-01,0.29858718E-02,-1.5835563,0.46203237E-01
,31,2,0.44168379,0.10898314E-01,5.7919343,-0.42915713
,32,1,-0.97315877,0.61808871E-02,-8.1448366,1.2353809
,33,0,0.60915798,0.26244209E-03,3.8084455,
,34,7,-0.89105346E-09,-0.42953176E-16,0.13857083E-17,-0.26194270E-17
,35,6,0.31311144E-04,0.13290062E-09,0.27126566E-08,-0.16948519E-08
,36,5,-0.44020605E-02,0.66218658E-06,-0.16497041E-04,0.10325164E-04
,37,4,0.15284329,0.13128153E-03,0.20674534E-02,-0.13998558E-02
,38,3,-1.5835563,0.29858718E-02,-0.59274494E-01,0.46203237E-01
,39,2,5.7919343,0.10898314E-01,0.44168379,-0.42915713
,40,1,-8.1448366,0.61808871E-02,-0.97315877,1.2353809
,41,0,3.8084455,0.26244209E-03,0.60915798,
,42,2,0.94467954E-05,0.31317736E-05,0.79225250E-05,-0.26749844E-22
,43,1,-1.8383944,0.81257669,-1.3462729,0.15535189E-04
,44,0,7.1959782,4.5450135,6.7038583,
,45,3,-0.10160624E-06,0.73584215E-07,-0.10160624E-06,0.20723692E-14
,46,2,0.14353166E-01,0.84320589E-02,0.14353166E-01,-0.11383510E-05
,47,1,-1.4926951,0.74131348,-1.4926951,0.38067385E-01
,48,0,3.1170731,0.88898549,3.1170731,
,49,4,0.44987769E-14,0.98631654E-16,0.14264981E-14,0.0000000
,50,3,-0.13187245E-06,0.34886199E-07,-0.40679758E-07,0.32607943E-14
,51,2,0.41165881E-01,0.61555217E-02,0.16588552E-01,-0.45157314E-07
,52,1,-9.8165612,1.0256427,-2.7651724,0.81558044E-02
,53,0,12.186772,1.3795784,5.1599606,
,54,3,-0.37637195E-16,0.12795858E-16,-0.37637197E-16,0.0000000
,55,2,0.24148489E-03,0.85376732E-04,0.24148489E-03,-0.17379092E-15
,56,1,-1.2795407,0.66834237,-1.2795407,0.53794521E-03
,57,0,4.3078399,2.3601129,4.3078399,
,58,7,-0.88598207E-08,-0.93885370E-15,-0.74133138E-16,0.57143439E-16
,59,6,0.43359785E-05,0.29133869E-08,0.32470217E-06,-0.11756193E-06
,60,5,-0.54866742E-03,0.34637068E-05,-0.12477476E-03,0.50611528E-04
,61,4,0.24107485E-01,0.31648605E-03,0.90923950E-02,-0.44678387E-02
,62,3,-0.35446832,0.42871157E-02,-0.14720579,0.93461115E-01
,63,2,1.6988153,0.10585072E-01,0.72535372,-0.60139067
,64,1,-2.8630788,0.42924368E-02,-1.2899509,1.3886896
,65,0,1.5147743,0.12103389E-03,0.72244062,


WindowConstruction

,,Construction Name,Index,#Layers,Roughness,Conductance {Btu/h-ft2-F},SHGC,Solar Transmittance at Normal Incidence,Visible Transmittance at Normal Incidence
,1,EXTERIOR WINDOW,12,1,VerySmooth,0.300,0.335,0.248,0.883
,2,INTERIOR WINDOW,13,1,VerySmooth,0.300,0.335,0.248,0.883
,3,WINDOW_W_BLINDS,18,2,VerySmooth,0.300,0.309,4.646E-002,0.133
,4,TDD DOME,22,1,VerySmooth,1.071,0.929,0.920,0.920
,5,TDD DIFFUSER,23,1,VerySmooth,1.077,0.906,0.900,0.900


WindowMaterial:Glazing

,,Material Name,Optical Data Type,Spectral Data Set Name,Thickness {ft},Solar Transmittance,Front Solar Reflectance,Back Solar Reflectance,Visible Transmittance,Front Visible Reflectance,Back Visible Reflectance,Infrared Transmittance,Front Thermal Emissivity,Back Thermal Emissivity,Conductivity {W/m-K},Dirt Factor,Solar Diffusing
,1,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,2,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,3,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,4,CLEAR ACRYLIC PLASTIC,SpectralAverage,,0.00984,0.92000,5.00000E-002,5.00000E-002,0.92000,5.00000E-002,5.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No
,5,DIFFUSING ACRYLIC PLASTIC,SpectralAverage,,0.00722,0.90000,8.00000E-002,8.00000E-002,0.90000,8.00000E-002,8.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No


WindowMaterial:Blind

,,Material Name,Slat Width {ft},Slat Separation {ft},Slat Thickness {ft},Slat Angle {deg},Slat Beam Solar Transmittance,Slat Beam Solar Front Reflectance,Blind To Glass Distance {ft}
,1,INT_BLIND,0.0820,0.0615,0.0033,45.000,0.000,0.500,0.164


Shadowing/Sun Position Calculations Annual Simulations

,,Shading Calculation Method,Shading Calculation Update Frequency Method,Shading Calculation Update Frequency {days},Maximum Figures in Shadow Overlap Calculations {},Polygon Clipping Algorithm,Pixel Counting Resolution,Sky Diffuse Modeling Algorithm,Output External Shading Calculation Results,Disable Self-Shading Within Shading Zone Groups,Disable Self-Shading From Shading Zone Groups to Other Zones
,1,PolygonClipping,Periodic,20,15000.,SutherlandHodgman,512,SimpleSkyDiffuseModeling,No,No,No


Heat Pump Water Heater Information

,,Type,Name,Volume {ft3},Maximum Capacity {Btu/h},Standard Rated Recovery Efficiency,Standard Rated Energy Factor,"DX Coil Total Cooling Rate {W,HPWH Only}"
,1,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1,6.9509,4435.6,0.000,0.0000,785,


Water Heater Stratified Node Information

,,Node Number,Height {ft},Volume {ft3},Maximum Capacity {Btu/h},Off-Cycle UA {Btu/h-F},On-Cycle UA {Btu/h-F},Number Of Inlets,Number Of Outlets
,1,1,5.2299,6.9509,0.000,2.9246,2.9246,1,1


ZoneVentilation Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/person Area {ft3/min-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {psi},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{F}/Schedule,Maximum Indoor Temperature{F}/Schedule,Delta Temperature{F}/Schedule,Minimum Outdoor Temperature{F}/Schedule,Maximum Outdoor Temperature{F}/Schedule,Maximum WindSpeed{ft/min}
,1,VENTILATION_UNIT1,ALWAYS_AVAIL,LIVING_UNIT1,2377.12,3.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,LIVING_UNIT1,Mixing/Well-Stirred
,2,ATTIC_UNIT1,Mixing/Well-Stirred
,3,UNHEATEDBSMT_UNIT1,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,MultizoneWithDistribution


AirflowNetwork Model:Equivalent Rectangle Surface

,,Name,Equivalent Height {ft},Equivalent Width {ft} AirflowNetwork Model:Equivalent Rectangle
,1,ROOF_RIGHT_UNIT1,4.95,14.93
,2,ROOF_LEFT_UNIT1,4.95,14.93


AirflowNetwork Model:Wind Direction

,,Wind Direction #1 to n (degree)
,1,0.0


AirflowNetwork Model:Wind Pressure Coefficients

,,Name,Wind Pressure Coefficients #1 to n (dimensionless)
,1,!WPCTABLE1,0.60
,2,!WPCTABLE2,-0.36
,3,!WPCTABLE3,-0.51
,4,!WPCTABLE4,-0.36
,5,!WPCTABLE5,-0.73


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,1


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {Btu/h},User Des Load {Btu/h},Calc Des Air Flow Rate {ft3/min},User Des Air Flow Rate {ft3/min},Design Day Name,Date/Time of Peak,Temperature at Peak {F},Humidity Ratio at Peak {lbWater/lbDryAir},Floor Area {ft2},# Occupants,Calc Outdoor Air Flow Rate {ft3/min},Calc DOAS Heat Addition Rate {Btu/h}
,1,LIVING_UNIT1,Cooling,13906.45675,13906.45675,710.88974,710.88974,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,2377.09544,3.00000,59.99321,0.00000
,2,LIVING_UNIT1,Heating,29882.78214,29882.78214,545.25417,545.25417,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 14:00:00,-26.8600,0.00018,2377.09544,3.00000,59.99321,0.00000


System Sizing Information

,,System Name,Load Type,Peak Load Kind,User Design Capacity,Calc Des Air Flow Rate [ft3/min],User Des Air Flow Rate [ft3/min],Design Day Name,Date/Time of Peak
,1,CENTRAL SYSTEM_UNIT1,Cooling,Sensible,4232.15,710.88974,710.88974,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,2,CENTRAL SYSTEM_UNIT1,Heating,Sensible,10484.34,545.25417,545.25417,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 14:00:00


Component Sizing Information

,,Component Type,Component Name,Input Field Description,Value
,1,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Supply Air Flow Rate [ft3/min],59.99321
,2,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Exhaust Air Flow Rate [ft3/min],59.99321
,3,Fan:OnOff,OASUPPLYFAN_UNIT1,User-Specified Maximum Flow Rate [ft3/min],59.99321
,4,Fan:OnOff,OAEXHAUSTFAN_UNIT1,User-Specified Maximum Flow Rate [ft3/min],59.99321
,5,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT1,User-Specified Nominal Supply Air Flow Rate [ft3/min],59.99321
,6,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT1,Design Size Maximum Air Flow Rate [ft3/min],710.88974
,7,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Heating Flow Rates [ft3/min],710.88974
,8,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Minimum Heating Flow Rates [ft3/min],710.88974
,9,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Flow Rates [ft3/min],710.88974
,10,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Heating Design Air Flow Rate [ft3/min],710.88974
,11,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Cooling Design Air Flow Rate [ft3/min],710.88974
,12,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Main Design Air Flow Rate [ft3/min],710.88974
,13,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,User Heating Air Flow Ratio [],1.00000
,14,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Calculated Heating Air Flow Ratio [],1.00000
,15,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Design Supply Air Flow Rate [ft3/min],710.88974
