Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ7+gasfurnace+heatedbsmt+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,6490.17,0.17,0.22
,Net Site Energy,6490.17,0.17,0.22
,Total Source Energy,9268.48,0.24,0.32
,Net Source Energy,9268.48,0.24,0.32


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,39005.22
,Net Conditioned Building Area,29404.35
,Unconditioned Building Area,9600.87


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,4320.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,106.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,51.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,721.84,481.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,192.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,616.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,1072.08,5418.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Conditioned Total,29404.35,,,,,,,0.4285,408.39,3.2803,
,Unconditioned Total,9600.87,,,,,,,0.0000,0.00,0.0000,
,Not Part of Total,0.00,,,,,,,0.0000,0.00,0.0000,


Space Type Summary

,,Total Area [ft2],Conditioned Area [ft2],Unconditioned Area [ft2],Not Part of Total Area [ft2],Lighting [Btu/h-ft2],People [ft2 per person],Plug and Process [Btu/h-ft2]
,GENERAL,39005.22,29404.35,9600.87,0.00,0.3230,1083.48,2.4729
,Total,39005.22,29404.35,9600.87,0.00,,,


----------------------------------------------------------------------------------------------------
REPORT:,Demand End Use Components Summary
FOR:,Entire Facility
End Uses

,,Electricity [kBtuh],Natural Gas [kBtuh],Gasoline [kBtuh],Diesel [kBtuh],Coal [kBtuh],Fuel Oil No 1 [kBtuh],Fuel Oil No 2 [kBtuh],Propane [kBtuh],Other Fuel 1 [kBtuh],Other Fuel 2 [kBtuh],District Cooling [kBtuh],Steam [kBtuh],Water [gal/min]
,Time of Peak,12-JAN-20:00,12-JAN-09:00,-,-,-,-,-,-,-,-,-,-,12-JAN-08:00
,Heating,0.00,190.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,12.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,43.32,27.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,7.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,43.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,67.68,261.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20


End Uses By Subcategory

,,Subcategory,Electricity [kBtuh],Natural Gas [kBtuh],Gasoline [kBtuh],Diesel [kBtuh],Coal [kBtuh],Fuel Oil No 1 [kBtuh],Fuel Oil No 2 [kBtuh],Propane [kBtuh],Other Fuel 1 [kBtuh],Other Fuel 2 [kBtuh],District Cooling [kBtuh],Steam [kBtuh],Water [gal/min]
,Heating,General,0.00,190.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,General,12.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,Exterior-Lights,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Garage-Lights,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,dishwasher,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,refrigerator,5.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,clotheswasher,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,gas_dryer,0.64,17.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,gas_range,0.00,8.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,television,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,gas_mels,24.20,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,IECC_adj,10.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,Ventilation (simple),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,General,5.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Ventilation,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Domestic Hot Water,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20
,,Water Heater,0.00,43.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Source Energy End Use Components Summary

,,Source Electricity [kBtu],Source Natural Gas [kBtu],Source Gasoline [kBtu],Source Diesel [kBtu],Source Coal [kBtu],Source Fuel Oil No 1 [kBtu],Source Fuel Oil No 2 [kBtu],Source Propane [kBtu],Source Other Fuel 1 [kBtu],Source Other Fuel 2 [kBtu],Source District Cooling [kBtu],Source District Heating [kBtu]
,Heating,0.00,4683.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,335.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,163.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2286.06,522.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,610.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,667.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,3395.27,5873.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [kBtu/ft2],Source Natural Gas [kBtu/ft2],Source Gasoline [kBtu/ft2],Source Diesel [kBtu/ft2],Source Coal [kBtu/ft2],Source Fuel Oil No 1 [kBtu/ft2],Source Fuel Oil No 2 [kBtu/ft2],Source Propane [kBtu/ft2],Source Other Fuel 1 [kBtu/ft2],Source Other Fuel 2 [kBtu/ft2],Source District Cooling [kBtu/ft2],Source District Heating [kBtu/ft2]
,Heating,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,0.12,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [kBtu/ft2],Source Natural Gas [kBtu/ft2],Source Gasoline [kBtu/ft2],Source Diesel [kBtu/ft2],Source Coal [kBtu/ft2],Source Fuel Oil No 1 [kBtu/ft2],Source Fuel Oil No 2 [kBtu/ft2],Source Propane [kBtu/ft2],Source Other Fuel 1 [kBtu/ft2],Source Other Fuel 2 [kBtu/ft2],Source District Cooling [kBtu/ft2],Source District Heating [kBtu/ft2]
,Heating,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,0.09,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Component Sizing Summary
FOR:,Entire Facility
ZoneHVAC:EnergyRecoveryVentilator

,,User-Specified Supply Air Flow Rate [ft3/min],User-Specified Exhaust Air Flow Rate [ft3/min]
,ERV_UNITHEATEDBSMT,44.99,44.99
,ERV_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_TOPFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT1_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_TOPFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_TOPFLOOR,44.99,44.99
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Fan:OnOff

,,User-Specified Maximum Flow Rate [ft3/min],Design Size Maximum Flow Rate [ft3/min]
,OASUPPLYFAN_UNITHEATEDBSMT,44.99,
,OAEXHAUSTFAN_UNITHEATEDBSMT,44.99,
,OASUPPLYFAN_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT1_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_TOPFLOOR,44.99,
,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,,480.77
,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,,272.22
,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,,359.38
,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,,452.35
,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,,267.40
,SUPPLY FAN_UNIT3_BACKROW_BOTTOMFLOOR,,331.59
,SUPPLY FAN_UNIT1_FRONTROW_MIDDLEFLOOR,,488.15
,SUPPLY FAN_UNIT2_FRONTROW_MIDDLEFLOOR,,305.97
,SUPPLY FAN_UNIT3_FRONTROW_MIDDLEFLOOR,,390.23
,SUPPLY FAN_UNIT1_BACKROW_MIDDLEFLOOR,,450.21
,SUPPLY FAN_UNIT2_BACKROW_MIDDLEFLOOR,,300.15
,SUPPLY FAN_UNIT3_BACKROW_MIDDLEFLOOR,,364.27
,SUPPLY FAN_UNIT1_FRONTROW_TOPFLOOR,,500.22
,SUPPLY FAN_UNIT2_FRONTROW_TOPFLOOR,,326.67
,SUPPLY FAN_UNIT3_FRONTROW_TOPFLOOR,,392.67
,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,,477.05
,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,,325.54
,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,,367.48
,SUPPLY FAN_UNITHEATEDBSMT,,2355.60
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


HeatExchanger:AirToAir:SensibleAndLatent

,,User-Specified Nominal Supply Air Flow Rate [ft3/min]
,OA_HEAT_RECOVERY_UNITHEATEDBSMT,44.99
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_TOPFLOOR,44.99
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirTerminal:SingleDuct:ConstantVolume:NoReheat

,,Design Size Maximum Air Flow Rate [ft3/min]
,ZONEDIRECTAIR_UNITHEATEDBSMT,2355.60
,ZONEDIRECTAIR_UNIT1_FRONTROW_BOTTOMFLOOR,480.77
,ZONEDIRECTAIR_UNIT2_FRONTROW_BOTTOMFLOOR,272.22
,ZONEDIRECTAIR_UNIT3_FRONTROW_BOTTOMFLOOR,359.38
,ZONEDIRECTAIR_UNIT1_BACKROW_BOTTOMFLOOR,452.35
,ZONEDIRECTAIR_UNIT2_BACKROW_BOTTOMFLOOR,267.40
,ZONEDIRECTAIR_UNIT3_BACKROW_BOTTOMFLOOR,331.59
,ZONEDIRECTAIR_UNIT1_FRONTROW_MIDDLEFLOOR,488.15
,ZONEDIRECTAIR_UNIT2_FRONTROW_MIDDLEFLOOR,305.97
,ZONEDIRECTAIR_UNIT3_FRONTROW_MIDDLEFLOOR,390.23
,ZONEDIRECTAIR_UNIT1_BACKROW_MIDDLEFLOOR,450.21
,ZONEDIRECTAIR_UNIT2_BACKROW_MIDDLEFLOOR,300.15
,ZONEDIRECTAIR_UNIT3_BACKROW_MIDDLEFLOOR,364.27
,ZONEDIRECTAIR_UNIT3_BACKROW_TOPFLOOR,367.48
,ZONEDIRECTAIR_UNIT3_FRONTROW_TOPFLOOR,392.67
,ZONEDIRECTAIR_UNIT1_FRONTROW_TOPFLOOR,500.22
,ZONEDIRECTAIR_UNIT2_BACKROW_TOPFLOOR,325.54
,ZONEDIRECTAIR_UNIT2_FRONTROW_TOPFLOOR,326.67
,ZONEDIRECTAIR_UNIT1_BACKROW_TOPFLOOR,477.05
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC

,,Sum of Air Terminal Maximum Heating Flow Rates [ft3/min],Sum of Air Terminal Minimum Heating Flow Rates [ft3/min],Sum of Air Terminal Maximum Flow Rates [ft3/min],Adjusted Heating Design Air Flow Rate [ft3/min],Adjusted Cooling Design Air Flow Rate [ft3/min],Adjusted Main Design Air Flow Rate [ft3/min],User Heating Air Flow Ratio [],Calculated Heating Air Flow Ratio [],Design Supply Air Flow Rate [ft3/min]
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,480.77,480.77,480.77,480.77,480.77,480.77,1.00,1.00,480.77
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,272.22,272.22,272.22,272.22,272.22,272.22,1.00,1.00,272.22
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,359.38,359.38,359.38,359.38,359.38,359.38,1.00,1.00,359.38
