,DX COOLING COIL_UNIT2_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,LIVING_UNIT2_FRONTROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,8045.950,6441.029,300.887785,-999.,-999.00,-999.0000,1.00000,1.00000,0.2443,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_TOPFLOOR,Fan:OnOff,300.887785,0.37299514,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8647.18,6556.99,1.0747,0.37299514,300.887785,73.44,62.36,0.00959586,11.4,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,514.132,8133.04,69.44,0.01270967,65.53,44.99498340,14.9541,72.31,0.00904834,72.31,0.00904834,53.0606,6247.05,0.00,8049.31,6400.14,0.35826465,80.00,67.00,0.01118466,13.2,59.70,58.24,0.01001851,9.7
,MAIN ELECTRIC HEATING COIL_UNIT2_FRONTROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,LIVING_UNIT2_FRONTROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,13193.795,13193.795,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_TOPFLOOR,Fan:OnOff,300.887785,0.37299514,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,13193.79,13193.79,1.0000,0.37299514,300.887785,56.87,49.59,0.00593985,6.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,13193.79,-26.9,0.00018338,-26.9,44.99498340,14.9541,71.59,0.00695204,71.59,0.00695204,41.9084,8574.27,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,10055.869,8051.284,377.204920,-999.,-999.00,-999.0000,1.03978,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_TOPFLOOR,Fan:OnOff,377.204920,0.46760157,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,Sensible,10249.14,8644.52,1.0192,0.46760157,377.204920,73.90,61.53,0.00894777,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,644.536,9604.61,77.70,0.01271761,68.16,44.99498340,11.9285,71.60,0.00843717,71.60,0.00843717,50.7227,7380.59,0.00,10060.06,7999.85,0.44913484,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN ELECTRIC HEATING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16278.947,16278.947,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_TOPFLOOR,Fan:OnOff,377.204920,0.46760157,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16278.95,16278.95,1.0000,0.46760157,377.204920,59.84,51.50,0.00625625,7.5,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16278.95,-26.9,0.00018338,-26.9,44.99498340,11.9285,71.59,0.00707877,71.59,0.00707877,42.6657,11705.09,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,12110.055,9695.979,454.259333,-999.,-999.00,-999.0000,1.01238,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,Fan:OnOff,454.259333,0.56312197,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,11995.85,10308.81,0.9906,0.56312197,454.259333,74.30,61.52,0.00885026,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,776.200,11219.65,83.06,0.01272282,69.78,44.99498340,9.9051,71.60,0.00842451,71.60,0.00842451,50.6486,8887.96,0.00,12115.11,9634.04,0.54088291,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN ELECTRIC HEATING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16282.090,16282.090,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,Fan:OnOff,454.259333,0.56312197,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16282.09,16282.09,1.0000,0.56312197,454.259333,61.84,52.60,0.00639596,7.8,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16282.09,-26.9,0.00018338,-26.9,44.99498340,9.9051,71.59,0.00707898,71.59,0.00707898,42.6670,11708.28,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,8028.547,6424.787,299.182115,-999.,-999.00,-999.0000,1.00000,1.00000,0.2443,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,Fan:OnOff,299.182115,0.37088070,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8632.82,6521.11,1.0753,0.37088070,299.182115,73.44,62.40,0.00962096,11.4,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,511.217,8121.60,69.44,0.01270967,65.53,44.99498340,15.0393,72.31,0.00907421,72.31,0.00907421,53.2107,6212.44,0.00,8031.90,6384.35,0.35623372,80.00,67.00,0.01118466,13.2,59.63,58.20,0.01001302,9.7
,MAIN ELECTRIC HEATING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,13191.525,13191.525,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,Fan:OnOff,299.182115,0.37088070,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,13191.52,13191.52,1.0000,0.37088070,299.182115,56.78,49.55,0.00593388,6.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,13191.52,-26.9,0.00018338,-26.9,44.99498340,15.0393,71.59,0.00695180,71.59,0.00695180,41.9070,8571.97,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,9374.070,7505.398,351.630027,-999.,-999.00,-999.0000,1.05446,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,Fan:OnOff,351.630027,0.43589769,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,Sensible,9748.43,8026.57,1.0399,0.43589769,351.630027,73.46,61.57,0.00907481,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,600.836,9147.59,73.90,0.01271395,66.97,44.99498340,12.7961,71.60,0.00854080,71.60,0.00845421,50.8237,6806.05,0.00,9377.98,7457.46,0.41868302,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN ELECTRIC HEATING COIL_UNIT3_BACKROW_TOPFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16274.955,16274.955,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,Fan:OnOff,351.630027,0.43589769,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16274.95,16274.95,1.0000,0.43589769,351.630027,58.99,51.02,0.00619618,7.3,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16274.95,-26.9,0.00018338,-26.9,44.99498340,12.7961,71.59,0.00707849,71.59,0.00707849,42.6641,11701.04,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3951.457,3876.380,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3960.994,3885.735,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3949.757,3874.711,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3951.071,3876.001,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3961.031,3885.771,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_BACKROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_BOTTOMFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3949.556,3874.514,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_BACKROW_BOTTOMFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4025.048,3948.572,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4041.737,3964.944,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4023.143,3946.703,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4024.716,3948.246,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_BACKROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4041.950,3965.153,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_BACKROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_MIDDLEFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,4023.018,3946.580,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_BACKROW_MIDDLEFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3951.768,3876.684,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_TOPFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3961.680,3886.408,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_TOPFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,unknown,N/A,N/A,N/A,N/A,No,No,unknown,No,3949.877,3874.830,400.423678,-999.,-999.00,-999.0000,1.00000,1.00000,0.2400,0.2400,0.0744,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_TOPFLOOR,Fan:OnOff,160.010573,0.19835689,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,unknown,unknown,unknown,unknown,unknown,unknown,Sensible,3319.56,-999.0,1.0000,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.,-999.,-999.0,-999.0,-999.0,0.000,3319.56,-999.0,-999.,-999.0,-999.,-999.000,-999.0,-999.,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
